,first_tag,first_word,pmi,second_tag,second_word
0,S,а,5.78295032609911,S,баллы
1,S,а,11.0308778395427,S,зимой
2,S,а,7.48068075698222,S,н
3,S,а,12.0308778395427,V,сохранялся
4,S,аббревиатура,15.0853256235651,V,применяется
5,S,абраксаса,16.7857653417062,S,юнг
6,S,абрамовна,18.7857653417062,S,вигдорова
7,S,абрис,9.67985683313501,S,личности
8,S,абст,17.200802840985,S,ракт
9,S,абст,17.200802840985,S,ракции
10,S,абстрактность,9.32224096843498,S,исследований
11,S,абстракции,9.7359167922556,S,нормы
12,S,абуль,17.200802840985,S,ханова
13,S,аварийности,14.200802840985,S,безаварийности
14,S,аварийность,18.7857653417062,S,безаварийность
15,S,авериной,17.7857653417062,V,убеждают
16,S,австрии,8.9184866019965,V,было
17,S,авто,16.7857653417062,S,ром
18,S,автобиографии,15.9784104196486,S,интервьюер
19,S,автобиографии,8.74000568032348,S,респондентов
20,S,автобиографии,10.5189788010113,V,становятся
21,S,автобиографирования,14.6158403402639,V,предоставляет
22,S,автоматизации,11.5003631228439,S,движения
23,S,автоматизации,10.3679128268203,S,процесса
24,S,автоматизацию,13.0853256235651,S,движения
25,S,автоматизмы,10.2779707015075,S,поведения
26,S,автономии,6.83448062673919,S,авторы
27,S,автономии,5.40855481131761,V,была
28,S,автономии,7.4638372468188,V,выступает
29,S,автономии,5.35792873824764,S,личности
30,S,автономии,8.10628524220072,S,мотивов
31,S,автономии,5.00031287354762,S,отношений
32,S,автономии,13.4638372468188,V,повышаются
33,S,автономии,6.63094723265406,S,подростка
34,S,автономии,7.70894974465533,S,пример
35,S,автономии,7.14190915193144,S,россии
36,S,автономию,7.67985683313501,S,личности
37,S,автономия,13.2939122453765,S,самодетерминация
38,S,автопортрет,14.4638372468188,S,михеев
39,S,автор,9.6564823247612,V,выделил
40,S,автор,9.61208820540275,V,выделяет
41,S,автор,8.44702895913225,V,делает
42,S,автор,13.6564823247612,V,изучила
43,S,автор,4.17872405831731,S,исследования
44,S,автор,7.28144289341427,S,концепции
45,S,автор,4.19910144568866,V,может
46,S,автор,12.6564823247612,V,обсуждает
47,S,автор,10.3345542298738,V,отмечал
48,S,автор,13.6564823247612,V,отождествляет
49,S,автор,9.74959172915268,V,понимает
50,S,автор,13.6564823247612,V,постаралась
51,S,автор,12.6564823247612,V,постулирует
52,S,автор,11.3345542298738,V,пришел
53,S,автор,5.70811509317652,S,работы
54,S,автор,7.928561870198,S,текста
55,S,автор,8.44702895913225,V,указывает
56,S,автор,12.07151982404,V,упоминает
57,S,автор,11.07151982404,V,формулирует
58,S,автора,12.5189788010113,S,автобиографии
59,S,автора,13.3263337230689,V,конституирует
60,S,автора,8.49344370890413,V,определяется
61,S,авторам,8.84325083636693,S,возможность
62,S,авторам,10.1133399997347,V,предположить
63,S,авторам,11.3428218458574,V,удалось
64,S,авторами,7.1993946465922,V,был
65,S,авторами,4.66415088548755,S,исследования
66,S,авторами,8.17612486726935,S,методики
67,S,авторами,7.95208459305142,S,моделей
68,S,авторами,8.18771284154457,V,рассматривается
69,S,авторами,10.1419091519314,S,субшкалы
70,S,автореферата,14.6158403402639,S,диссертаций
71,S,авторефератах,15.7857653417062,S,диссертанты
72,S,авторефератах,16.7857653417062,V,отсутствовало
73,S,авторефератов,6.07452857391238,V,были
74,S,авторефератов,12.8084854182062,S,диссертаций
75,S,авторефератов,11.9784104196486,V,осуществлялся
76,S,авторефератов,12.171055497591,V,производилась
77,S,авторефератов,14.9784104196486,V,содержала
78,S,авторефератовип,15.0853256235651,S,ран
79,S,авторитарность,9.34282184585744,S,матери
80,S,авторитет,13.0308778395427,S,лидеров
81,S,авторитета,16.4638372468188,S,информанту
82,S,авторов,11.0853256235651,S,андреенкова
83,S,авторов,4.21804688385541,V,было
84,S,авторов,13.0853256235651,V,доказывалось
85,S,авторов,7.72777361894699,S,докладов
86,S,авторов,13.0853256235651,V,жег
87,S,авторов,3.60756735712118,S,исследования
88,S,авторов,7.83739811012149,S,конструкта
89,S,авторов,6.70450383962414,S,методики
90,S,авторов,8.91540062212276,V,подчеркивается
91,S,авторов,7.06295781053662,V,показывают
92,S,авторов,8.83739811012149,V,рассматривают
93,S,авторов,9.62589400492778,V,связывают
94,S,авторов,8.27797070150747,S,статьи
95,S,авторов,11.0853256235651,V,сходятся
96,S,авторов,9.17843502795655,V,считает
97,S,авторов,7.87587225793612,V,указывает
98,S,авторов,13.0853256235651,S,хоран
99,S,авторов,3.39183866606575,S,это
100,S,автором,11.5860929968698,S,автобиографии
101,S,автором,8.01840848758048,S,концепции
102,S,автором,6.42766363426532,S,методики
103,S,автором,9.5860929968698,S,статьи
104,S,авторства,6.31510646764561,S,жизни
105,S,авторства,6.09489433241385,S,личности
106,S,авторства,10.07151982404,V,относится
107,S,авторство,9.30598507767706,S,выбора
108,S,авторство,8.46271058136452,V,есть
109,S,авторство,7.09271404630916,S,жизни
110,S,авторство,15.9784104196486,S,поступка
111,S,автору,10.7196761512484,V,сделать
112,S,авторы,4.98648372018424,S,адаптации
113,S,авторы,10.1564087216266,V,анализировали
114,S,авторы,12.1564087216266,V,благодарят
115,S,авторы,8.69697710298926,V,выделяют
116,S,авторы,9.34905379956895,V,выражают
117,S,авторы,8.15640872162655,V,делают
118,S,авторы,10.1564087216266,V,добавили
119,S,авторы,11.1564087216266,V,интерпретируют
120,S,авторы,8.98648372018424,V,используют
121,S,авторы,2.67865045518267,S,исследования
122,S,авторы,12.1564087216266,V,исследуют
123,S,авторы,12.1564087216266,V,констатировали
124,S,авторы,4.19062443696447,S,методики
125,S,авторы,10.5714462209054,V,назвали
126,S,авторы,7.90848120818297,V,называют
127,S,авторы,9.34905379956895,V,объясняют
128,S,авторы,12.1564087216266,V,ознакомили
129,S,авторы,7.34905379956895,V,описывают
130,S,авторы,8.06894588037622,V,определяют
131,S,авторы,9.34905379956895,V,оставляют
132,S,авторы,11.1564087216266,V,отказались
133,S,авторы,7.51255253185183,V,отмечают
134,S,авторы,9.5714462209054,V,относят
135,S,авторы,10.1564087216266,V,пишут
136,S,авторы,12.1564087216266,V,поднимают
137,S,авторы,8.98648372018424,V,подтвердили
138,S,авторы,8.83448062673919,V,подчеркивают
139,S,авторы,8.83448062673919,V,полагают
140,S,авторы,8.5714462209054,V,понимают
141,S,авторы,10.1564087216266,V,поставили
142,S,авторы,10.2819396037104,V,предлагают
143,S,авторы,8.98648372018424,V,предложили
144,S,авторы,9.69697710298926,V,предполагают
145,S,авторы,7.90848120818297,V,приводят
146,S,авторы,9.83448062673919,V,придерживаются
147,S,авторы,8.98648372018424,V,приходят
148,S,авторы,7.98648372018424,S,проекта
149,S,авторы,10.1564087216266,V,производили
150,S,авторы,9.49344370890413,V,рассматривают
151,S,авторы,9.5714462209054,V,решали
152,S,авторы,9.83448062673919,V,сделали
153,S,авторы,11.1564087216266,V,собрали
154,S,авторы,7.34905379956895,S,статьи
155,S,авторы,9.15640872162655,V,считают
156,S,авторы,6.42848826706336,S,теории
157,S,авторы,6.32351870746181,S,теста
158,S,авторы,7.5714462209054,V,указывают
159,S,авторы,8.5714462209054,V,утверждают
160,S,аг,17.200802840985,S,рес
161,S,агентам,13.6564823247612,V,действовать
162,S,агентом,12.4459153388215,S,влияния
163,S,агрессии,6.32838446263363,V,может
164,S,агрессия,7.52102954057603,V,может
165,S,агрессия,13.171055497591,V,пересекаются
166,S,адамович,17.7857653417062,S,ксения
167,S,адаптацией,8.7787380748122,S,студентов
168,S,адаптации,11.6158403402639,V,выполнило
169,S,адаптации,5.10804570006516,S,индивида
170,S,адаптации,9.61584034026385,S,китайцев
171,S,адаптации,3.50993183169269,S,личности
172,S,адаптации,4.65005605560177,S,методики
173,S,адаптации,4.44591533882154,S,опросника
174,S,адаптации,6.3304381214016,S,опросников
175,S,адаптации,5.70894974465533,V,остается
176,S,адаптации,4.02338330299577,S,подростков
177,S,адаптации,10.6158403402639,V,посчитали
178,S,адаптации,6.80848541820625,V,приняли
179,S,адаптации,3.02712570468159,S,ребенка
180,S,адаптации,6.48655732331889,S,сиблингов
181,S,адаптации,4.72102257695591,V,следует
182,S,адаптации,7.61584034026385,V,сопровождается
183,S,адаптации,8.80848541820625,S,спа
184,S,адаптации,4.19377557409104,S,студентов
185,S,адаптации,7.75785934513628,S,субъектов
186,S,адаптации,6.3304381214016,S,тэм
187,S,адаптации,8.44591533882154,S,убеждения
188,S,адаптации,9.00440562818151,S,характера
189,S,адаптации,3.90159482259773,V,являются
190,S,адаптаций,12.1970507061239,S,характера
191,S,адаптацию,7.56055790476266,S,шкалы
192,S,адаптация,6.81998105704408,S,методики
193,S,адаптация,11.4638372468188,V,проходят
194,S,адаптация,11.4638372468188,S,самопринятие
195,S,адаптация,9.92778434657859,S,субъектов
196,S,адаптациями,13.0044056281815,S,характера
197,S,адаптивности,10.7523423401687,S,перфекционизма
198,S,адаптированности,6.17735649260582,S,личности
199,S,адаптированности,5.27623773428301,S,студентов
200,S,адаптированности,6.64302006495464,S,характеристики
201,S,адаптированность,8.23887088181853,V,имеет
202,S,адаптированность,8.17843502795655,S,факторами
203,S,адаптированностью,6.8725019110774,S,личности
204,V,адаптировать,11.8315690313193,S,систему
205,S,адекватности,15.200802840985,S,кайзера
206,S,адекватности,14.6158403402639,S,разделения
207,S,адекватность,9.86095283810038,S,понимания
208,S,адепт,16.200802840985,V,раскрывает
209,S,адепту,10.4282133370881,S,возможность
210,S,адлер,17.200802840985,V,придавал
211,S,адлер,14.8788747460976,V,рассматривал
212,S,адлера,14.3934479189274,S,методу
213,S,администрацией,10.9784104196486,S,школ
214,S,администрации,12.1133399997347,S,вуза
215,S,администрации,10.3934479189274,S,школ
216,S,администрации,9.01097828210499,S,школы
217,S,администрацию,11.5959407828261,S,школы
218,S,администрация,11.9784104196486,S,школ
219,S,администрация,10.5959407828261,S,школы
220,S,адрес,12.6158403402639,S,коллектива
221,S,адресами,16.7857653417062,S,сайтов
222,S,адресат,13.1419091519314,S,благодарности
223,S,адресатов,13.1419091519314,S,благодарности
224,S,адресатом,13.1419091519314,S,благодарности
225,S,азбуки,16.7857653417062,S,предикатов
226,S,азбуку,16.7857653417062,S,предикатов
227,S,ак,17.200802840985,S,тивностью
228,S,ак,17.200802840985,S,центом
229,S,академии,12.5003631228439,S,наук
230,S,академик,15.200802840985,S,рао
231,S,академиком,16.200802840985,S,рао
232,S,акаике,13.2622033856492,V,используется
233,S,аккультурации,11.3934479189274,S,учащихся
234,S,аксессуарам,13.4638372468188,S,власти
235,S,аксиоматизация,12.9528753275414,V,определяется
236,S,аксиомы,15.200802840985,V,задают
237,S,акт,11.2939122453765,S,мысли
238,S,акт,13.2939122453765,S,самоопределения
239,S,акта,12.8788747460976,S,мысли
240,S,актера,15.200802840985,V,видит
241,S,актером,18.7857653417062,S,пантомимы
242,S,активации,11.0398109643127,S,кэв
243,S,активации,6.6847745576134,S,ответов
244,S,активации,7.35531279004063,V,происходит
245,S,активации,9.56176366750806,S,репрезентации
246,S,активации,9.30800707526228,S,схемы
247,S,активацию,11.2779707015075,S,репрезентации
248,S,активацию,8.42382156797092,S,слова
249,S,активация,12.6158403402639,S,па
250,S,активация,14.0308778395427,V,пропадает
251,S,активация,11.9154006221228,S,репрезентации
252,S,активация,14.6158403402639,S,узла
253,S,активизации,13.8788747460976,S,импульсивности
254,V,активирует,14.3934479189274,S,зоны
255,V,активирует,12.5003631228439,S,репрезентации
256,S,активности,7.48655732331889,S,близости
257,S,активности,9.07151982404004,S,героя
258,S,активности,6.10804570006516,S,дети
259,S,активности,5.83885906724977,S,интерес
260,S,активности,6.63856041676394,S,лиц
261,S,активности,4.8725019110774,S,личности
262,S,активности,11.3934479189274,S,неадаптивности
263,S,активности,8.69300820078631,S,организма
264,S,активности,8.39344791892741,S,предпочтений
265,S,активности,6.5860929968698,S,применения
266,S,активности,9.5860929968698,V,развить
267,S,активности,5.04471976469633,S,субъекта
268,S,активности,5.47458468165281,S,человека
269,S,активности,3.39909448206855,V,является
270,S,активность,8.61584034026385,V,выражается
271,S,активность,6.66164402987698,S,изменений
272,S,активность,6.91540062212276,S,испытуемого
273,S,активность,6.80848541820625,S,применения
274,S,активность,6.14010690929745,V,проявляется
275,S,активность,4.02712570468159,S,ребенка
276,S,активность,4.87437335386271,S,родителей
277,S,активность,8.29391224537649,S,спортсменов
278,S,активность,6.85207468675393,S,субъекта
279,S,активность,12.6158403402639,S,судей
280,S,активность,6.06125148858621,S,участников
281,S,активность,4.1120146022681,S,человека
282,S,активностью,11.6158403402639,S,всех
283,S,активностью,6.73014396692446,S,жизни
284,S,активностью,7.02712570468159,S,ребенка
285,S,актов,17.200802840985,S,остин
286,S,актом,14.3934479189274,S,изоляции
287,S,актор,14.8788747460976,V,относит
288,S,актора,14.4638372468188,V,задействует
289,S,акту,17.200802840985,S,отнесения
290,S,актуализации,8.64749354153394,S,значения
291,S,актуализации,9.62085841503048,S,реакции
292,S,актуализацию,7.49057038582551,S,того
293,S,актуализация,9.08879781547188,S,потребностей
294,S,актуализация,9.79141190484731,S,смысла
295,S,актуализация,13.4638372468188,S,фобий
296,S,актуализация,15.4638372468188,S,ценностносмыс
297,V,актуализируя,15.9784104196486,S,диспозиции
298,S,актуальности,9.34282184585744,S,вопросы
299,S,актуальности,12.200802840985,S,обобщения
300,S,актуальности,8.86988596287039,S,проблемы
301,S,актуальности,8.25243560940033,S,работы
302,S,актуальности,10.8788747460976,V,стало
303,S,актуальность,9.01262613498647,S,изучения
304,S,актуальность,8.93401630029011,S,использования
305,S,актуальность,6.51488604637738,S,исследований
306,S,актуальность,6.50065215320467,S,исследования
307,S,актуальность,6.3454152225056,S,развития
308,S,актуальность,10.171055497591,S,статьи
309,S,акцент,9.69830250045582,V,делается
310,S,акцент,12.6983025004558,V,направляется
311,S,акцент,13.6983025004558,V,сместился
312,S,акцент,12.1133399997347,V,смещается
313,V,акцентировал,10.6158403402639,S,внимание
314,V,акцентировали,11.6158403402639,S,внимание
315,S,акцентирование,11.5569466512103,S,внимания
316,V,акцентировать,10.6158403402639,S,внимание
317,V,акцентировать,14.0853256235651,S,ошибку
318,V,акцентирует,11.0308778395427,S,внимание
319,V,акцентируют,11.6158403402639,S,внимание
320,V,акцентируя,11.6158403402639,S,внимание
321,S,акцентуации,10.9528753275414,S,подростка
322,S,алгебре,14.3934479189274,V,выставляются
323,S,алгебре,9.39344791892741,V,отражают
324,S,алгебре,13.3934479189274,V,сообщили
325,S,алгебре,6.67920240126128,V,являются
326,S,алгоритм,8.91078399405239,S,оценки
327,S,алгоритм,17.200802840985,S,пове
328,S,алгоритма,8.91078399405239,S,оценки
329,S,алгоритма,9.25243560940033,S,работы
330,S,алгоритмизации,15.3263337230689,S,усвоения
331,S,алгоритмов,7.56176366750806,S,деятельности
332,S,алгоритмов,10.6158403402639,S,определения
333,S,але,13.2939122453765,S,ной
334,S,але,17.200802840985,S,шиной
335,S,александр,17.7857653417062,S,евгеньевич
336,S,александр,17.7857653417062,S,маркович
337,S,александра,18.7857653417062,S,георгиевича
338,S,алексеем,18.7857653417062,S,хвостенко
339,S,алексей,18.7857653417062,S,сергеевич
340,S,алекситимия,15.9784104196486,V,выражаются
341,S,аллахвердов,15.9784104196486,V,посвятил
342,S,аллахвердова,10.07151982404,V,предполагает
343,S,аллахвердова,8.97198415048913,S,эффект
344,S,альбертом,16.4638372468188,S,бандурой
345,S,альной,12.4282133370881,S,реакции
346,S,альный,10.1895755855618,S,анализ
347,S,альных,10.322240968435,S,отношений
348,S,альтернативой,17.7857653417062,S,офлайнсообществ
349,S,альтернативы,15.200802840985,S,моделям
350,S,альфа,12.3263337230689,V,возрастала
351,S,альфа,12.3543480992385,S,кронбаха
352,S,альфред,17.7857653417062,S,макалистер
353,S,альфрид,13.5763119760772,S,лэнгле
354,S,альфу,13.1133399997347,S,кронбаха
355,S,альфы,13.1133399997347,S,кронбаха
356,S,амери,18.7857653417062,S,кан
357,S,американцев,11.5378378282626,V,наблюдается
358,S,американцы,15.4638372468188,V,превосходят
359,S,американцы,17.7857653417062,V,сэкономили
360,S,амотивацией,12.07151982404,S,кластеры
361,S,амотивация,15.4638372468188,S,ам
362,S,амплитуда,15.200802840985,S,волны
363,S,амплитуды,12.8788747460976,S,негативности
364,S,амплитуды,11.5569466512103,V,проводилось
365,S,амтхауэра,9.6564823247612,V,включает
366,S,амтхауэра,9.5860929968698,S,формы
367,S,амтхауэра,6.9840569827897,V,является
368,S,ана,14.3934479189274,S,лиз
369,S,анаграмм,5.88188349596998,V,были
370,S,анаграмм,10.6158403402639,V,предлагалось
371,S,анаграммы,8.89550106468505,V,имеют
372,S,анаграммы,15.0853256235651,S,нркошу
373,S,анаграммы,10.384885905424,V,предъявлялись
374,S,анализ,6.38222066350415,S,авторефератов
375,S,анализ,5.10211274431142,S,аспектов
376,S,анализ,2.24706108022251,V,был
377,S,анализ,3.20089089878959,S,в
378,S,анализ,5.1451814662033,S,взаимосвязей
379,S,анализ,4.25883824799887,S,взаимосвязи
380,S,анализ,6.6046130848406,S,взглядов
381,S,анализ,7.38222066350415,V,включается
382,S,анализ,8.6046130848406,V,включали
383,S,анализ,4.84972558267713,S,влияния
384,S,анализ,8.6046130848406,V,вовлекаются
385,S,анализ,3.68178094536306,S,возможностей
386,S,анализ,2.8058712930877,S,возможности
387,S,анализ,2.63498673388412,S,времени
388,S,анализ,9.18957558556176,V,выполнялся
389,S,анализ,7.6046130848406,S,выступлений
390,S,анализ,7.6046130848406,V,выявил
391,S,анализ,3.07063451283825,S,групп
392,S,анализ,6.1805868023345,S,данных
393,S,анализ,4.9801222199328,V,делает
394,S,анализ,8.18957558556176,S,деформаций
395,S,анализ,3.53136410280996,S,знаний
396,S,анализ,6.54571939578703,S,интервью
397,S,анализ,3.31101371301173,S,исследований
398,S,анализ,4.28268498995324,S,качества
